"Time.Range","Vessel.ID","Flag","Vessel.Name","Entry.Timestamp","Exit.Timestamp","Gear.Type","Vessel.Type","MMSI","IMO","CallSign","First.Transmission.Date","Last.Transmission.Date","Apparent.Fishing.Hours","month","quarter","id"
"2021-01","ca71ccf73-3ca6-e507-6c46-c1263ed92142","ITA","STELLA MARIS",2021-01-03 06:00:00,2021-12-28 21:00:00,"TRAWLERS","FISHING",247152290,NA,"IFRH",2013-10-30 15:50:56,2025-05-19 23:59:46,12.4,1,"1","13G0"
"2021-01","81da59d71-18f6-e082-29d6-5a6394174468","ITA","NONNA MARIA",2021-01-04 04:00:00,2021-12-30 09:00:00,"TRAWLERS","FISHING",247255310,NA,"INAG2",2015-08-03 07:17:20,2025-05-19 23:59:52,28.33,1,"1","12G2"
"2021-02","e805685ad-d03d-bf5e-ec01-0e7c15b976af","ITA","FRECCIA",2021-02-24 03:00:00,2021-12-30 14:00:00,"TRAWLERS","FISHING",247068070,NA,"INKZ",2013-06-04 00:41:26,2025-05-19 23:48:35,2.11,2,"1","13G1"
"2021-01","cbc4b4d47-74a5-f921-7fb8-1605aeec03f7","ITA","ANTONIO FRANCESCA M.",2021-01-04 04:00:00,2021-12-29 13:00:00,"TRAWLERS","FISHING",247093030,NA,"IFUI",2013-05-19 10:19:32,2025-05-19 23:59:44,9.04,1,"1","12G1"
"2021-01","cbc4b4d47-74a5-f921-7fb8-1605aeec03f7","ITA","ANTONIO FRANCESCA M.",2021-01-04 04:00:00,2021-12-29 13:00:00,"TRAWLERS","FISHING",247093030,NA,"IFUI",2013-05-19 10:19:32,2025-05-19 23:59:44,3.06,1,"1","12G1"
"2021-02","f9874dc05-558a-dd38-c0b6-d13ec69d1108","ITA","SABRINA E GIADA",2021-01-04,2021-12-30 15:00:00,"TRAWLERS","FISHING",247147420,NA,"ILAK",2013-12-10 02:11:20,2025-05-19 23:59:55,81.54,2,"1","14G0"
"2021-02","f9874dc05-558a-dd38-c0b6-d13ec69d1108","ITA","SABRINA E GIADA",2021-01-04,2021-12-30 15:00:00,"TRAWLERS","FISHING",247147420,NA,"ILAK",2013-12-10 02:11:20,2025-05-19 23:59:55,54.1,2,"1","13G1"
"2021-02","a49bb9a28-8add-26f1-1246-5210b19e3b50","ITA","BEATO MATTEO",2021-01-04 05:00:00,2021-12-30 14:00:00,"TRAWLERS","FISHING",247093050,NA,"IFMB",2013-03-22 00:32:40,2025-05-19 23:59:53,14.26,2,"1","12G2"
"2021-01","bdcd2d618-8e87-b9fc-959d-584c17ae45e5","ITA","JAMAICA",2021-01-04 04:00:00,2021-12-30 13:00:00,"TRAWLERS","FISHING",247092810,NA,"IPVT",2013-05-27 23:17:31,2025-05-19 23:59:47,2.82,1,"1","12G2"
"2021-01","aed00b1ce-ebe5-845c-ba85-129a87ed0c4a","ITA","TERESA MADRE",2021-01-04 05:00:00,2021-12-30 13:00:00,"TRAWLERS","FISHING",247041670,NA,"IKJO",2013-07-01 02:34:09,2025-05-16 14:26:29,2.18,1,"1","17F9"
"2021-01","328120e10-0326-9ee3-a03c-d0deb4331086","ITA","ANGELA MADRE",2021-01-13 04:00:00,2021-12-30 14:00:00,"TRAWLERS","FISHING",247068110,NA,"IJTB",2013-07-15 00:48:54,2025-05-19 17:05:36,12.08,1,"1","13G1"
"2021-01","328120e10-0326-9ee3-a03c-d0deb4331086","ITA","ANGELA MADRE",2021-01-13 04:00:00,2021-12-30 14:00:00,"TRAWLERS","FISHING",247068110,NA,"IJTB",2013-07-15 00:48:54,2025-05-19 17:05:36,2.12,1,"1","13G1"
"2021-02","121e6a2cc-cb94-cd47-27e9-6ded9fc6f6d3","ITA","POLARIS",2021-01-27 04:00:00,2021-12-30 12:00:00,"TRAWLERS","FISHING",247069530,NA,"IOEE",2020-12-14 00:50:07,2025-05-19 16:12:56,1.02,2,"1","14G0"
"2021-02","303dfab15-5072-b1c2-7b49-226146b04c37","ITA","L ALBA",2021-01-04 04:00:00,2021-12-30 10:00:00,"TRAWLERS","FISHING",247119090,NA,"IMAT2",2013-06-04 15:04:11,2024-12-07 10:58:09,3.73,2,"1","12G2"
"2021-02","303dfab15-5072-b1c2-7b49-226146b04c37","ITA","L ALBA",2021-01-04 04:00:00,2021-12-30 10:00:00,"TRAWLERS","FISHING",247119090,NA,"IMAT2",2013-06-04 15:04:11,2024-12-07 10:58:09,11.52,2,"1","12G1"
"2021-02","cd9d39ddf-fddd-1166-7dbc-501cf38f5991","ITA","MARIA",2021-01-04 05:00:00,2021-12-28 11:00:00,"TRAWLERS","FISHING",247093060,NA,"IRRH",2013-05-31 11:14:37,2025-05-19 14:45:17,6.24,2,"1","12G1"
"2021-01","328120e10-0326-9ee3-a03c-d0deb4331086","ITA","ANGELA MADRE",2021-01-13 04:00:00,2021-12-30 14:00:00,"TRAWLERS","FISHING",247068110,NA,"IJTB",2013-07-15 00:48:54,2025-05-19 17:05:36,4.93,1,"1","12G1"
"2021-02","312477943-32cd-5c19-e93a-3622cb1cf6b3","ITA","BEN HUR",2021-01-04 01:00:00,2021-12-30 16:00:00,"TRAWLERS","FISHING",247066420,NA,NA,2013-09-19 00:56:46,2025-05-08 13:22:26,6.86,2,"1","14G0"
"2021-02","312477943-32cd-5c19-e93a-3622cb1cf6b3","ITA","BEN HUR",2021-01-04 01:00:00,2021-12-30 16:00:00,"TRAWLERS","FISHING",247066420,NA,NA,2013-09-19 00:56:46,2025-05-08 13:22:26,3.6,2,"1","14G0"
"2021-02","a5dfa5104-4dbc-0aa6-e7ef-c1665b4ec2e9","ITA","MONSSER",2021-01-03 08:00:00,2021-12-30 09:00:00,"TRAWLERS","FISHING",247044790,NA,"IJYT",2019-12-09 09:29:50,2025-05-19 23:56:46,1.04,2,"1","15G0"
"2021-01","f707da723-3baf-8578-cc91-60127167b9be","ITA","BISMARK",2021-01-04 03:00:00,2021-12-29 21:00:00,"TRAWLERS","FISHING",247092770,NA,NA,2013-12-08 23:46:03,2023-08-19 09:09:33,23.19,1,"1","12G2"
"2021-02","55dd919da-aaf9-aa40-34ed-e7bafe22dfce","ITA","AUDACE",2021-01-04 02:00:00,2021-12-23 14:00:00,"TRAWLERS","FISHING",247082290,NA,"IFXR",2012-10-17 01:12:14,2025-05-19 14:46:25,1.1,2,"1","11G2"
"2021-02","328120e10-0326-9ee3-a03c-d0deb4331086","ITA","ANGELA MADRE",2021-01-13 04:00:00,2021-12-30 14:00:00,"TRAWLERS","FISHING",247068110,NA,"IJTB",2013-07-15 00:48:54,2025-05-19 17:05:36,12.7,2,"1","12G0"
"2021-01","be5c6b579-9cb0-e419-057f-c03c6ae6572c","ITA","DOLENTE LUCA",2021-01-04 05:00:00,2021-12-28 13:00:00,"TRAWLERS","FISHING",247092780,NA,"ITVK",2013-04-21 22:24:26,2025-05-19 23:59:19,9.58,1,"1","12G2"
"2021-01","580c970e4-4213-4f9c-ae9f-f6ed1871dc6e","ITA","AGOSTINO IMPERATO",2021-01-04 03:00:00,2021-12-30 13:00:00,"TRAWLERS","FISHING",247092790,NA,"IZNI",2013-04-23 23:18:30,2025-05-19 23:59:45,32.28,1,"1","12G1"
"2021-02","bf7a316cc-ca08-8259-d4af-7fce99807831","ITA","MORLE II",2021-01-03 06:00:00,2021-12-30 13:00:00,"TRAWLERS","FISHING",247081680,NA,"IZAV",2019-07-12 09:06:05,2025-05-19 23:55:11,51.36,2,"1","15G0"
"2021-02","e47eed0e0-0bad-2671-8438-be794de6d923","ITA","NONNO DINO",2021-01-04,2021-12-30 14:00:00,"TRAWLERS","FISHING",247072840,NA,"IQCJ",2015-07-20 18:20:56,2025-05-19 12:43:46,7.47,2,"1","14G0"
"2021-02","303dfab15-5072-b1c2-7b49-226146b04c37","ITA","L ALBA",2021-01-04 04:00:00,2021-12-30 10:00:00,"TRAWLERS","FISHING",247119090,NA,"IMAT2",2013-06-04 15:04:11,2024-12-07 10:58:09,20.88,2,"1","12G2"
"2021-02","cdafd77d8-87e2-2b53-4b9c-d9c35524029c","ITA","KENNEDY",2021-01-04 04:00:00,2021-12-30 13:00:00,"TRAWLERS","FISHING",247092980,NA,"IOJK",2013-05-01 11:12:35,2025-05-15 11:37:29,8.38,2,"1","12G1"
"2021-02","e47eed0e0-0bad-2671-8438-be794de6d923","ITA","NONNO DINO",2021-01-04,2021-12-30 14:00:00,"TRAWLERS","FISHING",247072840,NA,"IQCJ",2015-07-20 18:20:56,2025-05-19 12:43:46,30.03,2,"1","14G0"
"2021-02","121e6a2cc-cb94-cd47-27e9-6ded9fc6f6d3","ITA","POLARIS",2021-01-27 04:00:00,2021-12-30 12:00:00,"TRAWLERS","FISHING",247069530,NA,"IOEE",2020-12-14 00:50:07,2025-05-19 16:12:56,62.7,2,"1","14G0"
"2021-02","e47eed0e0-0bad-2671-8438-be794de6d923","ITA","NONNO DINO",2021-01-04,2021-12-30 14:00:00,"TRAWLERS","FISHING",247072840,NA,"IQCJ",2015-07-20 18:20:56,2025-05-19 12:43:46,2.96,2,"1","13G1"
"2021-02","303dfab15-5072-b1c2-7b49-226146b04c37","ITA","L ALBA",2021-01-04 04:00:00,2021-12-30 10:00:00,"TRAWLERS","FISHING",247119090,NA,"IMAT2",2013-06-04 15:04:11,2024-12-07 10:58:09,3.18,2,"1","12G1"
"2021-02","a49bb9a28-8add-26f1-1246-5210b19e3b50","ITA","BEATO MATTEO",2021-01-04 05:00:00,2021-12-30 14:00:00,"TRAWLERS","FISHING",247093050,NA,"IFMB",2013-03-22 00:32:40,2025-05-19 23:59:53,2.19,2,"1","12G2"
"2021-01","184cc0102-2777-f1db-d4ca-6cf64d4ccf88","ITA","NETTUNO II",2021-01-04,2021-12-30 10:00:00,"TRAWLERS","FISHING",247065720,NA,"IQON",2013-06-05 20:08:53,2025-05-19 23:54:12,7.37,1,"1","13G0"
"2021-01","c16da52b2-2bac-3db1-c6cd-9cf3610a9d16","ITA","GINO",2021-01-04,2021-12-30 13:00:00,"TRAWLERS","FISHING",247150870,NA,"IORO",2013-10-01 14:22:49,2025-05-19 15:43:02,10.12,1,"1","13G0"
"2021-02","5568a3ba3-30ea-01f4-1a45-07c8717d7fea","ITA","CERNIA",2021-02-23 04:00:00,2021-12-19 10:00:00,"TRAWLERS","FISHING",247303790,NA,"ILLK",2013-04-15 06:32:03,2024-09-30 15:41:14,2.56,2,"1","13G0"
"2021-02","10a08ce71-17e9-f2b1-204a-88df7da4cd6f","ITA","DESTRIERO I",2021-01-04 03:00:00,2021-12-30 15:00:00,"TRAWLERS","FISHING",247122360,NA,"IQPL",2014-04-07 01:50:15,2025-05-19 15:11:50,13.39,2,"1","13G1"
"2021-01","184cc0102-2777-f1db-d4ca-6cf64d4ccf88","ITA","NETTUNO II",2021-01-04,2021-12-30 10:00:00,"TRAWLERS","FISHING",247065720,NA,"IQON",2013-06-05 20:08:53,2025-05-19 23:54:12,4.25,1,"1","13G0"
"2021-01","4595bd1f2-2254-4f41-bf7b-5b956222a1f6","ITA","FORTUNATA",2021-01-04 04:00:00,2021-12-29 14:00:00,"TRAWLERS","FISHING",247099810,NA,"INBS",2013-05-20 07:30:39,2025-05-19 13:58:12,38.74,1,"1","13G1"
"2021-01","e47eed0e0-0bad-2671-8438-be794de6d923","ITA","NONNO DINO",2021-01-04,2021-12-30 14:00:00,"TRAWLERS","FISHING",247072840,NA,"IQCJ",2015-07-20 18:20:56,2025-05-19 12:43:46,22.5,1,"1","13G0"
"2021-01","e47eed0e0-0bad-2671-8438-be794de6d923","ITA","NONNO DINO",2021-01-04,2021-12-30 14:00:00,"TRAWLERS","FISHING",247072840,NA,"IQCJ",2015-07-20 18:20:56,2025-05-19 12:43:46,0.82,1,"1","13G0"
"2021-01","4595bd1f2-2254-4f41-bf7b-5b956222a1f6","ITA","FORTUNATA",2021-01-04 04:00:00,2021-12-29 14:00:00,"TRAWLERS","FISHING",247099810,NA,"INBS",2013-05-20 07:30:39,2025-05-19 13:58:12,24.68,1,"1","12G1"
"2021-01","121e6a2cc-cb94-cd47-27e9-6ded9fc6f6d3","ITA","POLARIS",2021-01-27 04:00:00,2021-12-30 12:00:00,"TRAWLERS","FISHING",247069530,NA,"IOEE",2020-12-14 00:50:07,2025-05-19 16:12:56,1.51,1,"1","14G0"
"2021-01","e47eed0e0-0bad-2671-8438-be794de6d923","ITA","NONNO DINO",2021-01-04,2021-12-30 14:00:00,"TRAWLERS","FISHING",247072840,NA,"IQCJ",2015-07-20 18:20:56,2025-05-19 12:43:46,17.89,1,"1","14G0"
"2021-02","9ca3d0b72-237f-6c3a-14c3-937b71847c2a","ITA","LA FENICE",2021-01-04 05:00:00,2021-12-29 13:00:00,"TRAWLERS","FISHING",247099820,NA,"IJYL",2017-03-29 04:10:26,2025-05-19 14:08:13,7.19,2,"1","13G1"
"2021-01","01ac2f900-0c47-a852-c650-6aa82b754775","ITA","GIANNI RIVERA",2021-01-03 23:00:00,2021-12-30 14:00:00,"TRAWLERS","FISHING",247066180,NA,"IMQF",2013-06-14 14:34:51,2025-05-19 23:54:26,34.38,1,"1","14G0"
"2021-02","6d292d378-8dfa-7c9b-7b69-cd36b1ccdfa9","ITA","FURORE",2021-01-04,2021-12-23 14:00:00,"TRAWLERS","FISHING",247101230,NA,"IKRH",2013-06-04 02:43:42,2025-05-19 23:59:36,0.36,2,"1","14G1"
"2021-02","73f0bbb55-5d59-9cab-dd39-c56b0c8e7c20","ITA","RAIMONDO SFERLAZZO",2021-01-04 05:00:00,2021-12-30 07:00:00,"TRAWLERS","FISHING",247250620,NA,"ILWO.2",2013-05-20 01:15:41,2025-05-19 14:25:21,1.89,2,"1","11G2"
"2021-01","01ac2f900-0c47-a852-c650-6aa82b754775","ITA","GIANNI RIVERA",2021-01-03 23:00:00,2021-12-30 14:00:00,"TRAWLERS","FISHING",247066180,NA,"IMQF",2013-06-14 14:34:51,2025-05-19 23:54:26,10.13,1,"1","13G1"
"2021-02","6d292d378-8dfa-7c9b-7b69-cd36b1ccdfa9","ITA","FURORE",2021-01-04,2021-12-23 14:00:00,"TRAWLERS","FISHING",247101230,NA,"IKRH",2013-06-04 02:43:42,2025-05-19 23:59:36,12.69,2,"1","13G0"
"2021-01","17369ded3-316e-47fe-dbd2-9296123a9216","ITA","ISABELLA",2021-01-03 09:00:00,2021-12-30 13:00:00,"TRAWLERS","FISHING",247065440,NA,"IOWM",2013-03-25 02:43:51,2025-05-19 23:47:36,7.6,1,"1","13G0"
"2021-01","328120e10-0326-9ee3-a03c-d0deb4331086","ITA","ANGELA MADRE",2021-01-13 04:00:00,2021-12-30 14:00:00,"TRAWLERS","FISHING",247068110,NA,"IJTB",2013-07-15 00:48:54,2025-05-19 17:05:36,3.59,1,"1","13G1"
"2021-02","a49bb9a28-8add-26f1-1246-5210b19e3b50","ITA","BEATO MATTEO",2021-01-04 05:00:00,2021-12-30 14:00:00,"TRAWLERS","FISHING",247093050,NA,"IFMB",2013-03-22 00:32:40,2025-05-19 23:59:53,57.83,2,"1","12G2"
"2021-02","13ec4ddd1-134e-d1c4-7831-ddc3d4f2f6a8","ITA","SOFA'",2021-01-04 05:00:00,2021-12-30 14:00:00,"TRAWLERS","FISHING",247063360,NA,"IFRJ",2018-10-11 15:13:01,2024-09-23 11:04:57,0.34,2,"1","16F9"
"2021-02","a8e7a4833-3700-0508-9a2d-ec87ae97a3a2","ITA","MARIAMADRE",2021-01-04 04:00:00,2021-12-30 14:00:00,"TRAWLERS","FISHING",247092830,NA,"IOXL",2013-05-07 10:50:35,2025-05-19 23:58:10,9.67,2,"1","12G1"
"2021-01","bdcd2d618-8e87-b9fc-959d-584c17ae45e5","ITA","JAMAICA",2021-01-04 04:00:00,2021-12-30 13:00:00,"TRAWLERS","FISHING",247092810,NA,"IPVT",2013-05-27 23:17:31,2025-05-19 23:59:47,4.45,1,"1","12G2"
"2021-02","312477943-32cd-5c19-e93a-3622cb1cf6b3","ITA","BEN HUR",2021-01-04 01:00:00,2021-12-30 16:00:00,"TRAWLERS","FISHING",247066420,NA,NA,2013-09-19 00:56:46,2025-05-08 13:22:26,12.49,2,"1","14G0"
"2021-02","bcdc0dac8-8699-2496-8587-0dfd5c9b2b24","ITA","CARMELA FIGLIA",2021-01-04 01:00:00,2021-12-30 14:00:00,"TRAWLERS","FISHING",247063630,NA,"IJQO",2013-05-14 17:39:58,2025-04-18 09:44:05,6.41,2,"1","16G0"
"2021-02","a49bb9a28-8add-26f1-1246-5210b19e3b50","ITA","BEATO MATTEO",2021-01-04 05:00:00,2021-12-30 14:00:00,"TRAWLERS","FISHING",247093050,NA,"IFMB",2013-03-22 00:32:40,2025-05-19 23:59:53,4.24,2,"1","11G2"
"2021-01","328120e10-0326-9ee3-a03c-d0deb4331086","ITA","ANGELA MADRE",2021-01-13 04:00:00,2021-12-30 14:00:00,"TRAWLERS","FISHING",247068110,NA,"IJTB",2013-07-15 00:48:54,2025-05-19 17:05:36,1.07,1,"1","13G0"
"2021-01","478b14262-2ad1-7a58-fa40-5e9984d6abae","ITA","MARIANNA",2021-01-04 04:00:00,2021-12-29 14:00:00,"TRAWLERS","FISHING",247093010,NA,"IWPS",2013-03-20 00:12:19,2025-05-19 23:59:29,2.83,1,"1","12G1"
"2021-02","9cb3d20bc-c483-696c-326e-097343256b01","ITA","VINCENZO PADRE",2021-01-04 04:00:00,2021-12-30 14:00:00,"TRAWLERS","FISHING",247094330,NA,"INYD",2013-05-23 02:51:30,2025-05-19 16:05:51,6.23,2,"1","12G1"
"2021-02","bae0ea02d-dae5-e443-2f40-54bd22f650d2","ITA","OSCAR",2021-01-04 03:00:00,2021-12-29 13:00:00,"TRAWLERS","FISHING",247094340,NA,"IQSV",2013-05-02 01:10:38,2025-05-19 15:10:13,14.15,2,"1","13G1"
"2021-01","73f0bbb55-5d59-9cab-dd39-c56b0c8e7c20","ITA","RAIMONDO SFERLAZZO",2021-01-04 05:00:00,2021-12-30 07:00:00,"TRAWLERS","FISHING",247250620,NA,"ILWO.2",2013-05-20 01:15:41,2025-05-19 14:25:21,18.43,1,"1","12G2"
"2021-01","6d292d378-8dfa-7c9b-7b69-cd36b1ccdfa9","ITA","FURORE",2021-01-04,2021-12-23 14:00:00,"TRAWLERS","FISHING",247101230,NA,"IKRH",2013-06-04 02:43:42,2025-05-19 23:59:36,3.33,1,"1","14G0"
"2021-02","bae0ea02d-dae5-e443-2f40-54bd22f650d2","ITA","OSCAR",2021-01-04 03:00:00,2021-12-29 13:00:00,"TRAWLERS","FISHING",247094340,NA,"IQSV",2013-05-02 01:10:38,2025-05-19 15:10:13,9.17,2,"1","13G1"
"2021-02","01ac2f900-0c47-a852-c650-6aa82b754775","ITA","GIANNI RIVERA",2021-01-03 23:00:00,2021-12-30 14:00:00,"TRAWLERS","FISHING",247066180,NA,"IMQF",2013-06-14 14:34:51,2025-05-19 23:54:26,10.71,2,"1","13G0"
"2021-01","6d292d378-8dfa-7c9b-7b69-cd36b1ccdfa9","ITA","FURORE",2021-01-04,2021-12-23 14:00:00,"TRAWLERS","FISHING",247101230,NA,"IKRH",2013-06-04 02:43:42,2025-05-19 23:59:36,20.86,1,"1","14G0"
"2021-01","6d292d378-8dfa-7c9b-7b69-cd36b1ccdfa9","ITA","FURORE",2021-01-04,2021-12-23 14:00:00,"TRAWLERS","FISHING",247101230,NA,"IKRH",2013-06-04 02:43:42,2025-05-19 23:59:36,3.01,1,"1","14G0"
"2021-02","01ac2f900-0c47-a852-c650-6aa82b754775","ITA","GIANNI RIVERA",2021-01-03 23:00:00,2021-12-30 14:00:00,"TRAWLERS","FISHING",247066180,NA,"IMQF",2013-06-14 14:34:51,2025-05-19 23:54:26,14.45,2,"1","13G0"
"2021-02","01ac2f900-0c47-a852-c650-6aa82b754775","ITA","GIANNI RIVERA",2021-01-03 23:00:00,2021-12-30 14:00:00,"TRAWLERS","FISHING",247066180,NA,"IMQF",2013-06-14 14:34:51,2025-05-19 23:54:26,4.84,2,"1","13G0"
"2021-02","01ac2f900-0c47-a852-c650-6aa82b754775","ITA","GIANNI RIVERA",2021-01-03 23:00:00,2021-12-30 14:00:00,"TRAWLERS","FISHING",247066180,NA,"IMQF",2013-06-14 14:34:51,2025-05-19 23:54:26,4.84,2,"1","14G0"
"2021-01","240bd4799-9864-03e2-03e5-81046322d29e","ITA","PAOLA MADRE",2021-01-04 10:00:00,2021-12-30 14:00:00,"TRAWLERS","FISHING",247090910,NA,"ILTG",2013-02-08 16:19:43,2025-05-19 23:59:28,26.27,1,"1","11G2"
"2021-01","240bd4799-9864-03e2-03e5-81046322d29e","ITA","PAOLA MADRE",2021-01-04 10:00:00,2021-12-30 14:00:00,"TRAWLERS","FISHING",247090910,NA,"ILTG",2013-02-08 16:19:43,2025-05-19 23:59:28,26.27,1,"1","12G2"
"2021-01","eb7ba4542-21a3-7c0d-607c-6d09d5218877","ITA","S. FERMINA",2021-01-04 03:00:00,2021-12-29 13:00:00,"TRAWLERS","FISHING",247094310,NA,"IIIL",2013-05-17 05:04:21,2025-05-19 14:26:37,61.96,1,"1","13G1"
"2021-01","a5dfa5104-4dbc-0aa6-e7ef-c1665b4ec2e9","ITA","MONSSER",2021-01-03 08:00:00,2021-12-30 09:00:00,"TRAWLERS","FISHING",247044790,NA,"IJYT",2019-12-09 09:29:50,2025-05-19 23:56:46,4.14,1,"1","14G0"
"2021-01","6d292d378-8dfa-7c9b-7b69-cd36b1ccdfa9","ITA","FURORE",2021-01-04,2021-12-23 14:00:00,"TRAWLERS","FISHING",247101230,NA,"IKRH",2013-06-04 02:43:42,2025-05-19 23:59:36,16.78,1,"1","13G0"
"2021-02","01ac2f900-0c47-a852-c650-6aa82b754775","ITA","GIANNI RIVERA",2021-01-03 23:00:00,2021-12-30 14:00:00,"TRAWLERS","FISHING",247066180,NA,"IMQF",2013-06-14 14:34:51,2025-05-19 23:54:26,16.43,2,"1","14G0"
"2021-01","243942918-83f7-ad86-4a56-e4954dc2f210","ITA","S.VINCENZO",2021-01-04 05:00:00,2021-12-30 08:00:00,"TRAWLERS","FISHING",247092920,NA,"IPBA",2013-04-21 22:38:02,2024-01-12 12:01:38,18.35,1,"1","12G1"
"2021-01","184cc0102-2777-f1db-d4ca-6cf64d4ccf88","ITA","NETTUNO II",2021-01-04,2021-12-30 10:00:00,"TRAWLERS","FISHING",247065720,NA,"IQON",2013-06-05 20:08:53,2025-05-19 23:54:12,4.1,1,"1","14G0"
"2021-02","e47eed0e0-0bad-2671-8438-be794de6d923","ITA","NONNO DINO",2021-01-04,2021-12-30 14:00:00,"TRAWLERS","FISHING",247072840,NA,"IQCJ",2015-07-20 18:20:56,2025-05-19 12:43:46,0.66,2,"1","14G1"
"2021-02","303dfab15-5072-b1c2-7b49-226146b04c37","ITA","L ALBA",2021-01-04 04:00:00,2021-12-30 10:00:00,"TRAWLERS","FISHING",247119090,NA,"IMAT2",2013-06-04 15:04:11,2024-12-07 10:58:09,5.01,2,"1","12G2"
"2021-02","303dfab15-5072-b1c2-7b49-226146b04c37","ITA","L ALBA",2021-01-04 04:00:00,2021-12-30 10:00:00,"TRAWLERS","FISHING",247119090,NA,"IMAT2",2013-06-04 15:04:11,2024-12-07 10:58:09,6.34,2,"1","12G1"
"2021-02","e47eed0e0-0bad-2671-8438-be794de6d923","ITA","NONNO DINO",2021-01-04,2021-12-30 14:00:00,"TRAWLERS","FISHING",247072840,NA,"IQCJ",2015-07-20 18:20:56,2025-05-19 12:43:46,1.91,2,"1","13G0"
"2021-02","e47eed0e0-0bad-2671-8438-be794de6d923","ITA","NONNO DINO",2021-01-04,2021-12-30 14:00:00,"TRAWLERS","FISHING",247072840,NA,"IQCJ",2015-07-20 18:20:56,2025-05-19 12:43:46,17.09,2,"1","13G0"
"2021-02","c16da52b2-2bac-3db1-c6cd-9cf3610a9d16","ITA","GINO",2021-01-04,2021-12-30 13:00:00,"TRAWLERS","FISHING",247150870,NA,"IORO",2013-10-01 14:22:49,2025-05-19 15:43:02,1.03,2,"1","13G0"
"2021-02","121e6a2cc-cb94-cd47-27e9-6ded9fc6f6d3","ITA","POLARIS",2021-01-27 04:00:00,2021-12-30 12:00:00,"TRAWLERS","FISHING",247069530,NA,"IOEE",2020-12-14 00:50:07,2025-05-19 16:12:56,40.96,2,"1","14G0"
"2021-02","121e6a2cc-cb94-cd47-27e9-6ded9fc6f6d3","ITA","POLARIS",2021-01-27 04:00:00,2021-12-30 12:00:00,"TRAWLERS","FISHING",247069530,NA,"IOEE",2020-12-14 00:50:07,2025-05-19 16:12:56,35.91,2,"1","14G0"
"2021-02","184cc0102-2777-f1db-d4ca-6cf64d4ccf88","ITA","NETTUNO II",2021-01-04,2021-12-30 10:00:00,"TRAWLERS","FISHING",247065720,NA,"IQON",2013-06-05 20:08:53,2025-05-19 23:54:12,1.6,2,"1","13G0"
"2021-02","4595bd1f2-2254-4f41-bf7b-5b956222a1f6","ITA","FORTUNATA",2021-01-04 04:00:00,2021-12-29 14:00:00,"TRAWLERS","FISHING",247099810,NA,"INBS",2013-05-20 07:30:39,2025-05-19 13:58:12,41.64,2,"1","12G1"
"2021-02","184cc0102-2777-f1db-d4ca-6cf64d4ccf88","ITA","NETTUNO II",2021-01-04,2021-12-30 10:00:00,"TRAWLERS","FISHING",247065720,NA,"IQON",2013-06-05 20:08:53,2025-05-19 23:54:12,3.1,2,"1","13G0"
"2021-02","a49bb9a28-8add-26f1-1246-5210b19e3b50","ITA","BEATO MATTEO",2021-01-04 05:00:00,2021-12-30 14:00:00,"TRAWLERS","FISHING",247093050,NA,"IFMB",2013-03-22 00:32:40,2025-05-19 23:59:53,51.18,2,"1","12G2"
"2021-01","303dfab15-5072-b1c2-7b49-226146b04c37","ITA","L ALBA",2021-01-04 04:00:00,2021-12-30 10:00:00,"TRAWLERS","FISHING",247119090,NA,"IMAT2",2013-06-04 15:04:11,2024-12-07 10:58:09,6,1,"1","12G1"
"2021-01","e47eed0e0-0bad-2671-8438-be794de6d923","ITA","NONNO DINO",2021-01-04,2021-12-30 14:00:00,"TRAWLERS","FISHING",247072840,NA,"IQCJ",2015-07-20 18:20:56,2025-05-19 12:43:46,19.65,1,"1","14G0"
"2021-01","e47eed0e0-0bad-2671-8438-be794de6d923","ITA","NONNO DINO",2021-01-04,2021-12-30 14:00:00,"TRAWLERS","FISHING",247072840,NA,"IQCJ",2015-07-20 18:20:56,2025-05-19 12:43:46,18.84,1,"1","14G0"
"2021-01","e47eed0e0-0bad-2671-8438-be794de6d923","ITA","NONNO DINO",2021-01-04,2021-12-30 14:00:00,"TRAWLERS","FISHING",247072840,NA,"IQCJ",2015-07-20 18:20:56,2025-05-19 12:43:46,1.88,1,"1","14G0"
"2021-01","4595bd1f2-2254-4f41-bf7b-5b956222a1f6","ITA","FORTUNATA",2021-01-04 04:00:00,2021-12-29 14:00:00,"TRAWLERS","FISHING",247099810,NA,"INBS",2013-05-20 07:30:39,2025-05-19 13:58:12,0.96,1,"1","13G1"
"2021-01","4595bd1f2-2254-4f41-bf7b-5b956222a1f6","ITA","FORTUNATA",2021-01-04 04:00:00,2021-12-29 14:00:00,"TRAWLERS","FISHING",247099810,NA,"INBS",2013-05-20 07:30:39,2025-05-19 13:58:12,31.1,1,"1","13G1"
"2021-02","10a08ce71-17e9-f2b1-204a-88df7da4cd6f","ITA","DESTRIERO I",2021-01-04 03:00:00,2021-12-30 15:00:00,"TRAWLERS","FISHING",247122360,NA,"IQPL",2014-04-07 01:50:15,2025-05-19 15:11:50,20.14,2,"1","13G1"
"2021-01","c16da52b2-2bac-3db1-c6cd-9cf3610a9d16","ITA","GINO",2021-01-04,2021-12-30 13:00:00,"TRAWLERS","FISHING",247150870,NA,"IORO",2013-10-01 14:22:49,2025-05-19 15:43:02,3.02,1,"1","13G0"
